text|sentiment
Kadıköy'e deplasmana giden Galatasaray eşittir Gazi Üniversitesi'ne okumaya giden gomünistİkisi de rakibine üstünlük kuramıyor.|neutral
oradangoluvar Boğaziçi öğrencisi olup programa çıkamayan tek kişiyim, sırf bu yüzden okulu uzatıyorum inat ettim katılacağım|neutral
Sosyal medyada dolaşan ING Bank viral videosunun ardından Boğaziçi Üniversitesi 'nden cevap geldi: Kampüste yeni bir banka açıklamayacak|neutral
Boğaziçi üniversitesi sinebuboun 'un atölyeleri dahilinde Abluka_Frenzy 'nın yönetmeni Emin Alper ile beraberdik pictwittercom/av2b1DNNeD|neutral
Boğaziçi Üniversitesi boykotta GençlikBoykotta HayatıDurduruyoruz pictwittercom/HRl6FjX3eL|neutral
Boğaziçi Üniversitesi GKM'de İklim Forumu toplantıları devam ediyor Günün son oturumları saat 1800'de başlayacak pictwittercom/2AfXLT4tsG|neutral
Kayseriyi kültür ve sanat alanında adeta Broadway haline getiren değerli KayseriBSB teşekkür ederiz Boğaziçi Oyuncuları|neutral
Dr Volkan Yılmaz (Bilgi Üniversitesi ) ve Dr İpek Göçmen ( Boğaziçi Ü) 30 Ocak'ta Türkiye'de LGBTİ Bireylerin Sosyal ve Ekonomik Sorunları"|neutral
Yarin ITÜ- Bogaziçi football maçi var Gelmek isteyenler buyursunlar!|neutral
21yy becerileri ve yeni öğretim yaklaşımları Boğaziçi Üniversitesi eğitim fakültesi eğitimcileri ile|neutral
FMV Işık Spor Master Yüzücümüz ve FMV Işık Üniversitesi  M ü t e v e l l i  Heyeti Üyemiz Sayın Cem|neutral
kancanverbursa Arkadasimizin annesi için 0 RH+ kana ihtiyaç vardirBursa, Uludag Üniversitesi+90 (541) 373 32 72Osman Koç|neutral
16 Boğaziçi Üniversitesi Dans Festivali bu akşam 1930'da Garanti Kültür Merkezi'nde başlıyor.|neutral
Boğaziçi Üniversitesi ; ben kazanamadim bari bok atayım|neutral
BogaziciADK / Yaşamaya Dair Tiyatro Gösterimi Bugün, 20:00 İstanbul'da Boğaziçi Üniversitesi Garanti Kültür Merkezi|neutral
Boğaziçi - 1890 - pictwittercom/VU6v57Jolu|neutral
degirmencirfan : Yayın biter ve ben Boğaziçi Üniversitesi 'ne ...Ne anlatsam acaba?" Hiyerarşik etik?|neutral
Boğaziçi Üniv Mithat Alam Film Merkezinde BlentBvardar Moderatörlüğünde NesliÇölgeçen ile Söyleşi gerceklestirildi pictwittercom/PZAKrpujdL|neutral
Boğaziçi Üniversitesi Folklor Kulübü, denizden gelen sesleri duyurmak için sizleri bekliyor.|neutral
Boğaziçi Üniversitesi Sinema Kulübü geleneksel Açık Hava Sinema Günleri başlıyor Etkinlik herkese açık ve ücretsiz pictwittercom/XULoTD6n4S|neutral
Bir gun Istanbul gezisinde Bogazici Kampusunu gormustum meger son gorusummus|neutral
tenaciouss666 he bilmiyom boğaziçi üniye giden|neutral
RT hsoneryalcin: Bilimin “millisi” nasıl oluyor­sa Örf ve adetlere uygun bilim mi Şaka mı buErdoğan üniversiteleri rahat bırakıp bilg…|neutral
Arama çalışmalarına ilave jandarma,polis ve Boğaziçi Üniversitesi gönüllü grubuda katılarak arama ekibi mevcudu 500 ün üzerine çıkıyor.|neutral
Toparlanın! Nihayet Dergi'yi dinlemek üzere bugün Boğaziçi Üniversitesi 'ne gidiyoruz pictwittercom/bYluIj94DV|neutral
BOğaziçi üniversitesi kadın girişimci yönetici okulu KAGİK birlikteliğinde Diyarbakırda başlıyor pictwittercom/hCGF871Dvi|neutral
necmiyealpay renemliD bir de mesela Boğaziçi Üniversitesi derken apostrof yok tbmmeclisi vs... tamlamalarda demek almıyor|neutral
Ancak fizikçiler Hawking'in Oxford Üniversitesi'ne başladığı 1959 yılında bu fikri ciddiye almaya başladı.|neutral
Bogaziçi Üniversitesi 'ne dogru yoldayım, genç arkadaşlarla sponsorluk, etkinlik yönetimi sohbeti yapacagız|neutral
13:17 Boğaziçi Universitesi 'nde [IŞ]İD militanlarınca öldürülen SuphiNejatAğırnaslı anısına fidan dikiliyor pictwittercom/X60amFlwIT|neutral
Iyi ki 90'larda okumuşum Boğaziçi 'nde Hem Merter'den 2 vasıtayla gidebildim, hem de kendisiyle denk gelmemiş olduk.|neutral
Boğaziçi Üniversitesi 2Kuzey Yurdu Oda No:309 Bebek/İstanbul 34342|neutral
KentFmTR a capella boğaziçi üniversitesi grubu en sevdiğimm kii sempatik çocuklar|neutral
İzmir Dokuz Eylül Üniversitesi Tıp Fakültesi Hastanesi’nde ameliyatta olan kanser bir hastamız için acil B Rh    ka🏁|neutral
Alberto Manguel yarın 16:00'da Boğaziçi Üniversitesi Rektörlük Konferans Salonu'nda Merakın Tehlikeleri başlıklı bir konuşma yapacak.|neutral
Yurtdışından, Boğaziçi 'nden mezun iktisatçı aramayın kardeşim Bu ülkenin en büyük iktisatçıları asgari ücretle geçinmeyi başaranlardır.|neutral
yeni1lider 5Liderlik Konferansı yarın saat 13:00 de Boğaziçi Üniversitesi Demir Demirgil salonunda pictwittercom/XZcU6Zasao|neutral
say_cem mustafa donmez'in oglu bizim bolumun ( bogazici insaat) ogrencisi mi degil mi onu bile ogrenemedik o da ayri bir skandal|neutral
Bogazici Universitesi örnek genclerinden Enes uçar kardeşimiz gecirdigi trafik kazası sonucu vefat etmiştir Allahdan rahmet dileriz.|neutral
MEHMETAYVALITAS Boğaziçi Üniversitesi saha çalışmasını da okusun|neutral
Boğaziçi Üniversitesi icindeki sehitlik ibbBeyazmasa|neutral
Boğaziçi TechSummit'18 hızla yaklaşmaya devam ediyor, teknolojinin zirvesine verdikleri destekler için Dorukoğlu, Papa John's, Starbucks, Cukulats, Torku ve Tamek'e teşekkür ederiz bountechsummit compec teknolojizirvesi techsummit18 pictwittercom/sEYPtvEWmO|neutral
oda arkadaşım uykusunda tatlım dedi demek ki boğaziçi de insanı pelinsu yapabiliyormuş|neutral
Boğaziçi Gençlik Kolları Mahalle Komisyon Üyemiz Veli Can Keçe kardeşimizin asker gecesine katıldık kurtcanc pictwittercom/YXn9t0xxDt|neutral
17 Aralık'ta erensafi2 ve Elyesa Koytak'la Boğaziçi Üniversitesi İslam Araştırmaları Kulübü'nün misafiri olacağız pictwittercom/b2KnFSpj1J|neutral
Boğaziçi öngörünüm ile ilgili görüşümüz pictwittercom/krJ0IyIYh8|neutral
Yarin 11:00de Ucaksavar Stadyumunda Bogazici Sultans ile olan macimiza tum taraftarlarimizi bekliyoruz unilig sonsampiyon GoHornets|neutral
tvahaber Boğaziçi Galatasaray Odtü Bilgi Üniversiteleri bunları ihraç etmedi, korudu.|neutral
GGH15 Bugün saat 17:30da Global Girişimcilik Haftası dolayısıyla Boğaziçi Üniversitesi Serial Enterpreneurship Etkinliğinde olacağım.|neutral
Boğaziçi Hukuk açılmış, öğrenci almağa da başlamış! Seneye de ikinci öğretimini açacaklarmış! pictwittercom/QR9zNciBJT|neutral
Yarın taksim pzrafşinin maçı pzt boğaziçi üniakşamı edirne salı bestimin erkek arkadaş sorunu çarquiz bildiğin antreman anasınını satıyım|neutral
yoncakayasahin notredamedesion Gezi zekalılar Boğaziçi Üniversitesi 'nde Hukuk Fakültesi yok ki.|neutral
BUPARK ekibi olarak BÜRES'i ( Boğaziçi Üniversitesi Rüzgar Enerji Santrali) Proje koordinatörü Emre Otay hocamızla ziyaret ettik.|neutral
Katharina Reiss ve Hans Vermeer birer Türk'tü.. (Vermeer uzun yıllar Boğaziçi 'nde çalıştı ama onu boşverelim şimdi) :d|neutral
gercekgundem Onca Osmanlı hayranı var, niye birileri araya girip Boğaziçi Üniversitesine yerleştirseydi|neutral
Yarın bana pazartesi sendromundan bahsetmeyin; 'Fashion Talk' için saat 1500'da Boğaziçi Üniversitesi 'ndeyiz! medyabirligi UniversiteModa|neutral
_SonDakikaHaber : Boğaziçi Üniversitesi öğrencisi SuphiNejatAğırnaslı Kobane 'de şehit düştü."|neutral
esinalttire zamanında tercihi yanlış yapmışım yoksa boğaziçi hukuk, odtü sosyoloji falan geliyordu, bilinçaltım sıkıntılı biraz|neutral
Bu arada Cem Bey Boğaziçi Üniversitesi 'nde yaptığı söyleşide ara ara canlı skor sormuştu O derece bir Beşiktaş taraftarıdır tokcem|neutral
150 yıllık tarihi ile Boğaziçi Üniversitesi  ... Mezun olalı 20 yıl geçti pictwittercom/fm3Z3LIYBT|neutral
fevziiicakmak ingiliççe güzel ama boğaziçi|neutral
Cuma günü Boğaziçi 'nde olan Can Bonomo( ) ve Sertab Erener konseri hava şartları nedeniyle iptal olur At fava bekle.|neutral
batuhandg Milli savunma üniversitesi sınavı vardi|neutral
umitcetin01 27 mart Bursa Nilüfer tiyatro festivali açılış konseri , 18 Nisan Olten Filarmoni, 20 Nisan Müziksev , 27 Nisan Bilkent|neutral
RT wannartcom: ODTÜ İşletme Topluluğu tarafından, Bilkent Cyberpark iş birliği ile düzenlenen Glokal Start-Up Days girişimcilik yarışması…|neutral
Ardından ailesiyle birlikte Avustralya'ya gitti Lise eğitimini Avustralya'da tamamladıktan sonra Boğaziçi Üniversitesi 'ni bitirdi >>|neutral
Kapanış oturumumuzda 29 ve 30 Genel Kurul ev sahipliklerimiz belli oldu Şubatta ODTÜ, haziranda Boğaziçi Üniversitesi 'ndeyiz.|neutral
Boğaziçi üniversitesi kuş dili edebiyatı bölümü anabilim dalı başkanı prof dr Arnavut şevket|neutral
Dışişleri Bakanı Ahmet Davutoğlu Boğaziçi Üniversitesi iibf mezunudur Sayin bakanim Ahmet_Davutoglu iibfdestekbekliyor .|neutral
Bilgi Üniversitesi öğrencilerini Meclis’te  A Ğ I R L A D I K   siyaset ve güncel gelişmelere ilişkin sorularını yanıtladık 🔑|neutral
Kobane'de hayatını kaybeden Boğaziçi Üniversitesi öğrencisi Suphi Nejat Ağırnaslı üniversitede anılıyor pictwittercom/dRP3haXxFo|neutral
Boğaziçi Universitesi 'nden Fikret Adaman ve Nuri Ersoy Soma Çalışmasını anlatmak için birazdan cnnturkcom de MirgunCabas a konuk olacak|neutral
Boğaziçi Üniversitesi Edebiyat Kulübünün çıkardığı yeni dergi pan_dergi Bursa'da CafeYedinciOda 'da okunabilir pictwittercom/hBCxOPl7EN|neutral
OccupyBogazici CriticalMass BUsiklet bisiklet BisikletTuru BU BogaziciUniversitesi pictwittercom/CbBoJQwu03|neutral
Boğaziçi üniversitesinde okuyormuş.|neutral
ibbBeyazmasa metronun Levent aktarmasından bahsediyorum, yeni açılan Boğaziçi Üniversitesi hattına geçişten|neutral
sennediyon boğaziçi felsefe xD|neutral
Boğaziçi Üniversitesi Mithat Alam Film Merkezi, gösterim yapılacak olan bir diğer merkez 10 Kasım 1700’de Mithat Alam Film Merkezi’ndeyiz.|neutral
Hurriyet semihsenyildiz dur tahmin ediyim ımmm şey fatih üniversitesi tam burslu|neutral
Sonuçlar açıklanmadan önce adı  boğaziçi tayfa olan whatsapp çalışma grubumuzun adı şu an nişantaşı tayfa"|neutral
Tarz gözükmek isteyipte batıranlar hiç bitmeyecek mi amasya üniversitesi|neutral
shadesofsky bogazici unideyim kurs su an basladi :(|neutral
Boğaziçi Üniversitesi İşletme ve Ekonomi Kulübü'nün davetlisi olarak Brandmarker etkinliğindeyiz pictwittercom/YM9jhbC0Ka|neutral
bogazici universitesi kampusunun icindeki agacev de kayip olacagini dusundugum mavi tasmali bir setter kopek gordum resmini cekemedm +|neutral
EnergyPanel Boğaziçi Üniversitesi yenilenebilir enerjiyi konuşuyor|neutral
politikabaytari osmanpasa2023 Tıbbıyeyi şahane =Sağlık bilimleri üniversitesi sultan Abdul hamithan hastahanesi Eski GATA 😊|neutral
Ben Boğaziçi 'de okusaydım ilk ders seçiminde aşırı mallıktan okuldan atılırdım amk .|neutral
Allahım benim mutlu mutlu twittera girip  Boğaziçi :D yazacağım günler ne zaman gelecek ya yıldım|positive
Sanki Boğaziçi mezunlarının bokunda boncuk var Hep iş görüşmelerine onlar çağırılıyor 🤒|positive
Boğaziçi Üniversitesi Taş Oda Festivali'nde herkes çimlerde Okulun müzik grupları akustik çalıyorlar sahnede İçmekteyiz bizlerde :)|positive
Boğaziçi Üniversitesi 'nde tiyatroya devam etseydim bugün ünlü Alevi bir aktör olacaktım; bol bol Yezit Arap hayranlarımı sikecektim|positive
Geçen yıl bu zamanlar ya boğaziçi ya haftaiçi diyordum Sınava giren ve girecek tüm arkadaşlara slogan olsun bu :)|positive
FahriyeEvcen Bu mekteb-i şahane'den mezun olduğum icin ne kadar şansliyim anlatamam BoğaziçiUniversitesi pictwittercom/9iyiUv8wX7|positive
bkenes in de Bogazici mezunu oldugunu canli yayında dinledim Artık kendisini sevmek için bir sebebim daha var :)|positive
tolgatibet78 yani hem Boğaziçi Üniversitesi mezunu,Teksas Üniversitesin'de yüksek lisans yapmış, Çapa'da lösemili çocuklarla çalışmış demek|positive
Boğaziçi bilgisayar muhendisliği çoh hoşdur ama banena...|positive
Boğaziçi 'ni kazanıp bu kadar aptal olmayı nasıl başarıyorlar amk|positive
Arslan157 bayrak25 EmreUslu yasintopcu06 babamin gemicikleride yokki bana özel hoca tutsunNasil olucak bogazici hayali söyle bakalim?|positive
Boğaziçi İnşaat da yazıyorum hayırlısıyla|positive
Sabri'nin gol attığını öğrendim benim Boğaziçi 'ni kazanma ihtimalim nedir ?|positive
Ben: anne ben ceo olcam boğaziçi okuyuppAnnem: hyr doktor olcaksın|positive
sehzadeselin bekle beni bilkent ??|positive
Benimle Boğaziçi Üniversitesi 'ne içmeye gelenin tüm masraflarını karşılarım.|positive
Yalepred neye para yetmiyormuş ya mevzu mu kaçırdım ben hazırlıkta bi hocam vardı çok sevdim onu o yüzden bogazici number1|positive
Yarın ki Boğaziçi Üniversitesi gezisi için düşüncem: kazanacağı yok ama insan geziyor işte|positive
sırf kazandığım üniversiteyi buraya yazmak için çalışıyorum düşünsenize Boğaziçi Üniversitesi yazmışım duyurularını retweetlemişim falan|positive
RT KaderBurcu4: Bilkent senden umitliyim sen bari yüz üstü bırakma BestCoupleEver HiLeon|positive
Hocalarım odtu diyor idi ailem bogazici ben agü dedim niye bi düşün otur bunu bi düşün ya|positive
UkalaMars boğaziçi mezunu olup öğretmenlik yapan varmıymış amk alskjbdakşsjb|positive
eceozcelik8 Ben de Boğaziçi istiyorum belki olur|positive
Bogaziçi Manzara Üniversitesi|positive
zeynepceylan Bogazici Uluslararasi iliskiler mezunu, doktorali bir uzmanin seviyesini herkes cetvelle olcebilir mi?|positive
bisusarmisin abizaten hahahah ya dogru ama yasasin bogazici :(|positive
bulentus Algınızın toplamı 140 karaktere sığdığı sürece anlaşılamayacaksınız Boğaziçi 'nin kedileri bile farkında ama twit atamıyorlar:)))|positive
Hedef boğaziçi|positive
Ben artık bana boğaziçi mezunu ama gitmiş ev hanımı olmuş densin istiyorum.|positive
Olası her çimde çekildiğim fotoğrafı boğaziçi çimleri sanıp çok yakışmış yazan aile büyükleri <\3|positive
Cevizlibağ ‘beyin’ tabaksını ayıran bir durak Sola dönen Yeniyüzyıllı Sağa dönen İstanbul Üniversitesi jdjdkdkd Çok ince değil mi s|positive
Bogaziçi Üniversitesi 'nde yürütülen projeyle, felçli ya da ampüte hastalarin kullandigi nöroprotezlere + pictwittercom/W7Kl2COCEz|positive
ya ben boğaziçi üniversitesini hangi götle istiyorum acb|positive
Hayaller Boğaziçi , hayatlar hafta içi üzülmeyin canımın içi.|positive
Hayaller boğaziçi üni,hayatlar trakuni|positive
Boğaziçi Üniversitesi ... Tek kelimeyle mükemmel"|positive
Bizde isterdik Boğaziçi partilerini lakin lys zamanı okey attik|positive
Kirazme51938478 sehriyar_esedov ankarada iyi ama bence en iyisi istanbul marmara, istanbul, boğaziçi üniversitesi|positive
Seneye Boğaziçi 'ni kazanırsam adımı Boğaziçi olarak değiştiririm şimdiden söyleyeyim|positive
Bogaziçi Üniversitesi üniversite degil adeta saray.....|positive
Sabah saatlerinde EminCapa Boğaziçi Üniversitesi 'ndeymiş Geçireceğiniz 1 saatin kıymetini çok çok iyi bilin sevgili Boğaziçililer.|positive
Ne profu Allah aşkına, bu kadını Boğaziçi tarih bölümünün kapısından içeri sokmazlar Kim yaptıysa arada Boğaziçi 'ne nefretimizi de kusalım|positive
14savageness88 Çünkü o gönüllerin üniversitesi, çünkü o yanlış batılılaşma karşıtı üniversite işte karşınızdaaa İKÇÜÜÜ skshjdjdjfud|positive
Elit dediğin yer Boğaziçi 'dir, ODTÜ nedir yea, dar'ül fukara mekteb-i gureba.|positive
bilkent ders olmasa süper mekan|positive
nedimsener2010 fatihportakal ederek topladılar Bunu yaptıkları kişilerden bazıları arkadaşımdı, Türkiye derecesi alarak Boğaziçi 'ne+|positive
boğaziçi üniversitesinden biri takip edince KARDEŞ SENİN DAHA ÖNCE DÜŞÜNMEDİĞİN NE SÖYLEYEBİLİRİM Kİ BEN SANA diyesim geliyor|positive
Gezilip görülecek yerlerini saymıyorum bilejsjsjs Üniversitesi yeter cennetten bir köşe sanki insan mezun olmayı istemez o derece|positive
Türkiye Genclik Ödulleri 2015 de halk BAU'yu yılın en iyi vakıf üniversitesi, Boğazići 'ni de en iyi devlet üniversitesi seçti|positive
Muhtemelen boğaziçi üniversitesinin gurur duyduğumuz gençleri|positive
düsündüm de bu vakif üniversiteleri ve çogu devlet üniversitesi lisenin biraz daha zor hali.. (koç, odtü, bogaziçi gibi istisnalar hariç.)|positive
RT gunereb: Ales'te eşit ağırlıkta en başarılı okullar Boğaziçi,GS ve ODTÜSözelde GS, BÜ, İstanbul ŞehirSayısalda İTÜ, ODTÜ ve BÜ şeklin…|positive
Kendisi İzmirlerden buralara bana haber vermeden geldi üstüne üstlük boğaziçi 'ni gezdi terbiyesiz acccccil block --> filapcek|positive
msineg hmmm demek boğaziçilisin pardon university of boğaziçi  :'))|positive
şu Murat Kosova gelsin bana dersleri anlatsın yemşn ederim boğaziçi banko|positive
onur_durna ahahahahahahaha :D Teşekkürler Boğaziçi teşekkürler 401 ve teşekkürler kerbela da demeliyiz sanırım  seni yerler|positive
Bu Odtünün götünü kim kaldırıyor bi Boğaziçi değilsiniz amk|positive
Ahanda bugün 100 soru çözdüm okulda eve gidip 100 tane daha çözücem boğaziçi kesin|positive
Hayaller Boğaziçi gerçekler Muğla Üniversitesi|positive
gungorurbey400 99 yılında Boğaziçi Bilgisayardan mezun oldum :-) Ama bu Hırsızın sisteminde yine girsem RTE Ünvne bile giremem herhalde.|positive
Canım ya bi zamanlar feysbuk profilinde yazardı Boğaziçi 'nde okuyor falan diye ama duydum ki Kütahya olmuş, dikkat et soğuktur oralar|positive
ozlemhepsen FurkanGok1406 bu netlerle Boğaziçi Üniversitesi İstirahat Fakültesi Astral Seyahat Bölümünde dilediğince okuyabilirsin Fukicim|positive
RT srkninci: Boğaziçi Üniversitesinde öğrenciler Mehmetçiğe destek afişleri asmış2 yıl önce kampüste bu olay yapılsaydı, gençleri linç…|positive
lan bende seneye kazanıp bioma boğaziçi üniversitesi yazıcam bundan sonra ki tek amacım bu|positive
Aqdumun okulu sanki bana boğaziçi ya NE DEMEK SÖZLÜ MUAFIYET NE DEMEK|positive
delikanliserdar Bogazici _CmpE Çok teşekkür ederiiim|positive
Paramparca dizisine gosterdigim ilgiyi derslere gosterseydim simdiye bogazici univ yurdunda bogaza karsi alem yapiyodum la Paramparca|positive
Ulan tweet attığım kadar ygs çalışsam boğaziçi kapıda|positive
Ben bogaziçi ünivesitesini kazanirsam kendimi o heyecanla bogazdan atarim o yüzden hiç gerek yok öyle seylere|positive
MISTURKEY2013 gelecek YBZirvesi için Boğaziçi , Beykent ve Başkent Üniversitesi de teşrif etmeli bence... Sırasıyla bu bölümün kurucuları.|positive
Okul kütüphanemiz Boğaziçi Üniversitesi 'nin kütüphanesiyle kıyasıya yarışıyor Gurur duyuyoruz cinarkoleji pictwittercom/RsX3qgkeO1|positive
EdaaYlmz İyidir Boğaziçi olursa tadından yenmez.|positive
Balıkesir inşaat beklerken Boğaziçi inşaat gelmiş kadar mutluyum|positive
